rowid,object,attribute,value,attributetype
217,9f880809-105f-48de-9078-d08b1c18c9d9,locationAddress,"433 South Van Ness Avenue, San Francisco, CA",address
218,9f880809-105f-48de-9078-d08b1c18c9d9,organizerName,Surrealist Art/ painting group,string
219,56c3dc9b-f449-4c95-831d-62735b8cd85b,type,event,undefined
220,56c3dc9b-f449-4c95-831d-62735b8cd85b,startDate,2024-03-15T15:00:00-07:00,date
221,56c3dc9b-f449-4c95-831d-62735b8cd85b,endDate,2024-03-15T17:00:00-07:00,date
222,56c3dc9b-f449-4c95-831d-62735b8cd85b,name,SF Techies Network + Happy Hour (St. Patrick's day drinks),string
223,56c3dc9b-f449-4c95-831d-62735b8cd85b,url,https://www.meetup.com/techies-corner-sf/events/299383203/,url
224,56c3dc9b-f449-4c95-831d-62735b8cd85b,image,https://secure-content.meetupstatic.com/images/classic-events/519310048/676x676.jpg,url-img
225,56c3dc9b-f449-4c95-831d-62735b8cd85b,description,"Calling all techies!
If you are a founder, entrepreneur, engineer, designer, or simply a passionate tech enthusiast, this is the perfect opportunity to con",string
226,56c3dc9b-f449-4c95-831d-62735b8cd85b,locationName,981 Mission St,string
227,56c3dc9b-f449-4c95-831d-62735b8cd85b,locationAddress,"981 Mission St, San Francisco, CA",address
228,56c3dc9b-f449-4c95-831d-62735b8cd85b,organizerName,Techies Corner SF,string
229,9e253a9b-b097-4416-bc42-ea5ed1ebec0d,type,event,undefined
230,9e253a9b-b097-4416-bc42-ea5ed1ebec0d,startDate,2024-03-27T18:00:00-07:00,date
231,9e253a9b-b097-4416-bc42-ea5ed1ebec0d,endDate,2024-03-27T20:00:00-07:00,date
232,9e253a9b-b097-4416-bc42-ea5ed1ebec0d,name,Startups and Business Networking Event San Francisco,string
233,9e253a9b-b097-4416-bc42-ea5ed1ebec0d,url,https://www.meetup.com/startups-and-tech-events-in-san-francisko/events/299476268/,url
234,9e253a9b-b097-4416-bc42-ea5ed1ebec0d,image,https://secure-content.meetupstatic.com/images/classic-events/519399439/676x676.jpg,url-img
235,9e253a9b-b097-4416-bc42-ea5ed1ebec0d,description,"**Attention attendees!**
**To register, use this link** --> [Startup, Tech & Business Networking San Francisco](https://www.eventbrite.com/e/startup-tech-b",string
236,9e253a9b-b097-4416-bc42-ea5ed1ebec0d,locationName,The Marker San Francisco,string
237,9e253a9b-b097-4416-bc42-ea5ed1ebec0d,locationAddress,"501 Geary St, San Francisco, CA",address
238,9e253a9b-b097-4416-bc42-ea5ed1ebec0d,organizerName,Startups and Tech Events in San Francisko,string
239,4b6e86cc-3b25-4dd8-9d20-05e8a47b538c,type,event,undefined
240,4b6e86cc-3b25-4dd8-9d20-05e8a47b538c,startDate,2024-03-17T15:00:00-07:00,date
241,4b6e86cc-3b25-4dd8-9d20-05e8a47b538c,endDate,2024-03-17T19:00:00-07:00,date
242,4b6e86cc-3b25-4dd8-9d20-05e8a47b538c,name,Pre-GDC Indie Game Developer Park Meetup 2024,string
243,4b6e86cc-3b25-4dd8-9d20-05e8a47b538c,url,https://www.meetup.com/seattleindies/events/298319764/,url
244,4b6e86cc-3b25-4dd8-9d20-05e8a47b538c,image,https://secure-content.meetupstatic.com/images/classic-events/518292378/676x676.jpg,url-img
245,4b6e86cc-3b25-4dd8-9d20-05e8a47b538c,description,"Calling all independent game developers at GDC 2024!

Let’s catch up with old friends and make new ones at Dolores Park the afternoon before GDC.

Location",string
246,4b6e86cc-3b25-4dd8-9d20-05e8a47b538c,locationName,Dolores Park,string
247,4b6e86cc-3b25-4dd8-9d20-05e8a47b538c,locationAddress,"19th St, San Francisco, CA",address
248,4b6e86cc-3b25-4dd8-9d20-05e8a47b538c,organizerName,Seattle Indies,string
249,859f9b34-66cd-4c45-b880-190e8a3242ae,type,event,undefined
250,859f9b34-66cd-4c45-b880-190e8a3242ae,startDate,2024-03-17T09:30:00-07:00,date
251,859f9b34-66cd-4c45-b880-190e8a3242ae,endDate,2024-03-17T11:30:00-07:00,date
252,859f9b34-66cd-4c45-b880-190e8a3242ae,name,Hike in Lands End,string
253,859f9b34-66cd-4c45-b880-190e8a3242ae,url,https://www.meetup.com/sf-peninsula-hiking-and-activities-group/events/299578403/,url
254,859f9b34-66cd-4c45-b880-190e8a3242ae,image,/,url-img
255,859f9b34-66cd-4c45-b880-190e8a3242ae,description,We will hike in Land's End. Afterwards we can go to lunch if there is enough interest.,string
256,859f9b34-66cd-4c45-b880-190e8a3242ae,locationName,Lands End Lookout,string
257,859f9b34-66cd-4c45-b880-190e8a3242ae,locationAddress,"680 Point Lobos Ave, San Francisco, CA",address
258,859f9b34-66cd-4c45-b880-190e8a3242ae,organizerName,20s-40s  SF/Peninsula Hiking and Activities Group,string
259,8de71e97-72e9-4643-acbc-10dbad39aca1,type,event,undefined
260,8de71e97-72e9-4643-acbc-10dbad39aca1,startDate,2024-03-21T17:30:00-07:00,date
261,8de71e97-72e9-4643-acbc-10dbad39aca1,endDate,2024-03-21T19:30:00-07:00,date
262,8de71e97-72e9-4643-acbc-10dbad39aca1,name,Temporal Users SF: March 2024,string
263,8de71e97-72e9-4643-acbc-10dbad39aca1,url,https://www.meetup.com/sf-temporal-user-group/events/299361587/,url
264,8de71e97-72e9-4643-acbc-10dbad39aca1,image,h,url-img
265,8de71e97-72e9-4643-acbc-10dbad39aca1,description,"Temporal is excited to welcome the community to our next SF user group meetup! Join for an evening of technical talks, food, and drinks, meet Temporal user",string
266,8de71e97-72e9-4643-acbc-10dbad39aca1,locationName,110 S Park St,string
267,8de71e97-72e9-4643-acbc-10dbad39aca1,locationAddress,"110 S Park St, San Francisco, CA",address
268,8de71e97-72e9-4643-acbc-10dbad39aca1,organizerName,SF Temporal User Group,string
269,2dc78865-66fc-476d-853a-65d689c3ed56,type,event,undefined
270,2dc78865-66fc-476d-853a-65d689c3ed56,startDate,2024-03-21T17:30:00-07:00,date
271,2dc78865-66fc-476d-853a-65d689c3ed56,endDate,2024-03-21T19:00:00-07:00,date
272,2dc78865-66fc-476d-853a-65d689c3ed56,name,Young PM's AI Discussion,string
273,2dc78865-66fc-476d-853a-65d689c3ed56,url,https://www.meetup.com/san-francisco-product-launch-manager-meetup-group/events/299685640/,url
274,2dc78865-66fc-476d-853a-65d689c3ed56,image,https://secure-content.meetupstatic.com/images/classic-events/519616177/676x676.jpg,url-img
275,2dc78865-66fc-476d-853a-65d689c3ed56,description,"If you choose to come, please read the Pop-Up rules below before RSVP'ing so that you are most prepared for the discussion.

***

Enjoy a drink at Joe the ",string
276,2dc78865-66fc-476d-853a-65d689c3ed56,locationName,JOE & THE JUICE,string
277,2dc78865-66fc-476d-853a-65d689c3ed56,locationAddress,"301 Howard St, San Francisco, CA",address
278,beeaafe0-8fc6-4ec2-9ffc-1f07f34db1a6,type,cafe,type
279,beeaafe0-8fc6-4ec2-9ffc-1f07f34db1a6,website,https://noecafe.com,url
280,beeaafe0-8fc6-4ec2-9ffc-1f07f34db1a6,lattitude,37.7484974,float
281,beeaafe0-8fc6-4ec2-9ffc-1f07f34db1a6,longitude,-122.429217,float
282,beeaafe0-8fc6-4ec2-9ffc-1f07f34db1a6,name,Noe Cafe,string
283,beeaafe0-8fc6-4ec2-9ffc-1f07f34db1a6,address,"1299 Sanchez Street, San Francisco, CA 94114",address
284,beeaafe0-8fc6-4ec2-9ffc-1f07f34db1a6,hours,{},undefined
285,beeaafe0-8fc6-4ec2-9ffc-1f07f34db1a6,price,0,int
286,beeaafe0-8fc6-4ec2-9ffc-1f07f34db1a6,reviewsWebsite,https://www.tripadvisor.com/Restaurant_Review-g60713-d25491954-Reviews-Noe_Valley_Cafe_LLC-San_Francisco_California.html?m=63959,url
287,beeaafe0-8fc6-4ec2-9ffc-1f07f34db1a6,amenities,"Offers Takeout,Accepts Credit Cards,Outdoor Seating,Moderate Noise,Good for Working,Street Parking,Free Wi-Fi,Dogs Allowed,Wheelchair Accessible,Gender-neutral restrooms,Heated Outdoor Seating,Covered Outdoor Seating,Offers Catering,Bike Parking",string
288,51fe5ba6-04a1-4355-995f-7d57b12afb1e,type,cafe,type
289,51fe5ba6-04a1-4355-995f-7d57b12afb1e,website,https://www.anothercafesf.com,url
290,51fe5ba6-04a1-4355-995f-7d57b12afb1e,lattitude,37.7901681,float
291,51fe5ba6-04a1-4355-995f-7d57b12afb1e,longitude,-122.4154112,float
292,51fe5ba6-04a1-4355-995f-7d57b12afb1e,name,Another Cafe,string
293,51fe5ba6-04a1-4355-995f-7d57b12afb1e,address,"1191 Pine St, Nob Hill, San Francisco, CA 94109-5104",address
294,51fe5ba6-04a1-4355-995f-7d57b12afb1e,hours,"{""Fri"":""06:00:00–22:00:00"",""Mon"":""06:00:00–22:00:00"",""Sat"":""07:00:00–21:00:00"",""Sun"":""07:00:00–21:00:00"",""Thu"":""06:00:00–22:00:00"",""Tue"":""06:00:00–22:00:00"",""Wed"":""06:00:00–22:00:00""}",undefined
295,51fe5ba6-04a1-4355-995f-7d57b12afb1e,price,1,int
296,51fe5ba6-04a1-4355-995f-7d57b12afb1e,reviewsWebsite,https://www.tripadvisor.com/Restaurant_Review-g60713-d3235731-Reviews-Another_Cafe-San_Francisco_California.html?m=63959,url
297,51fe5ba6-04a1-4355-995f-7d57b12afb1e,amenities,"Offers Delivery,Offers Takeout,No Reservations,Vegan Options,Accepts Credit Cards,Accepts Android Pay,Accepts Apple Pay,Outdoor Seating,Casual,Moderate Noise,Good for Groups,Good For Kids,Good for Breakfast, Lunch,Good for Working,Street Parking,Free Wi-Fi,Beer &amp; Wine Only,Dogs Allowed,Gender-neutral restrooms,Offers Catering,No TV,No Private Dining,Bike Parking,Compostable containers available",string
298,b032c1bd-6724-4815-8df3-5b7e562f385a,type,cafe,type
299,b032c1bd-6724-4815-8df3-5b7e562f385a,website,https://ritualroasters.com,url
300,b032c1bd-6724-4815-8df3-5b7e562f385a,lattitude,37.7564167,float
301,b032c1bd-6724-4815-8df3-5b7e562f385a,longitude,-122.4212286,float
302,b032c1bd-6724-4815-8df3-5b7e562f385a,name,Ritual Coffee Roasters,string
303,b032c1bd-6724-4815-8df3-5b7e562f385a,address,"1026 Valencia St, San Francisco, CA 94110-2406",address
304,b032c1bd-6724-4815-8df3-5b7e562f385a,hours,"{""Fri"":""06:00:00–22:00:00"",""Mon"":""06:00:00–22:00:00"",""Sat"":""11:00:00–23:00:00"",""Sun"":""07:00:00–21:00:00"",""Thu"":""06:00:00–22:00:00"",""Tue"":""06:00:00–22:00:00"",""Wed"":""06:00:00–22:00:00""}",undefined
305,b032c1bd-6724-4815-8df3-5b7e562f385a,price,2.5,int
306,b032c1bd-6724-4815-8df3-5b7e562f385a,reviewsWebsite,https://www.tripadvisor.com/Restaurant_Review-g60713-d853358-Reviews-Ritual_Coffee_Roasters-San_Francisco_California.html?m=63959,url
307,b032c1bd-6724-4815-8df3-5b7e562f385a,amenities,"Offers Takeout,No Delivery,Accepts Credit Cards,Accepts Android Pay,Accepts Apple Pay,Accepts Cryptocurrency,Moderate Noise,Good For Kids,Good for Working,Street Parking,Wheelchair Accessible,Gender-neutral restrooms,Offers Catering,No Drive-Thru,No Heated Outdoor Seating,No Covered Outdoor Seating,Bike Parking,Bring your own container allowed,Compostable containers available,Plastic-free packaging,Provides reusable tableware",string
308,b032c1bd-6724-4815-8df3-5b7e562f385a,phoneNumber,+14156411011,phoneNumber
309,7e07df29-d52a-493d-9734-a23067d0ef2d,type,cafe,type
310,7e07df29-d52a-493d-9734-a23067d0ef2d,website,https://www.cafereveille.com/lowerhaight,url
311,7e07df29-d52a-493d-9734-a23067d0ef2d,lattitude,37.7710569,float
312,7e07df29-d52a-493d-9734-a23067d0ef2d,longitude,-122.432071,float
313,7e07df29-d52a-493d-9734-a23067d0ef2d,name,Cafe Réveille,string
314,7e07df29-d52a-493d-9734-a23067d0ef2d,address,"1998 Polk St, San Francisco, CA  94109, United States",address
315,7e07df29-d52a-493d-9734-a23067d0ef2d,hours,"""""",undefined
316,7e07df29-d52a-493d-9734-a23067d0ef2d,price,0,int
317,7e07df29-d52a-493d-9734-a23067d0ef2d,reviewsWebsite,http://yelp.com/biz/gc-92vNLNa-Wyn-W3T5Lcg,url
318,7e07df29-d52a-493d-9734-a23067d0ef2d,phoneNumber,+14157896258,phoneNumber
319,ed83308a-d9b1-4205-9a3e-629b745c1d95,type,cafe,type
320,ed83308a-d9b1-4205-9a3e-629b745c1d95,website,https://www.philzcoffee.com,url
321,ed83308a-d9b1-4205-9a3e-629b745c1d95,lattitude,37.7755634,float
322,ed83308a-d9b1-4205-9a3e-629b745c1d95,longitude,-122.3933972,float
323,ed83308a-d9b1-4205-9a3e-629b745c1d95,name,Philz Coffee,string
324,ed83308a-d9b1-4205-9a3e-629b745c1d95,address,"201 Berry St, San Francisco, CA 94158-1629",address
325,ed83308a-d9b1-4205-9a3e-629b745c1d95,hours,"{""Fri"":""06:00:00–17:00:00"",""Mon"":""06:00:00–17:00:00"",""Sat"":""06:30:00–18:00:00"",""Sun"":""06:30:00–17:30:00"",""Thu"":""06:00:00–17:00:00"",""Tue"":""06:00:00–17:00:00"",""Wed"":""06:00:00–17:00:00""}",undefined
326,ed83308a-d9b1-4205-9a3e-629b745c1d95,price,1,int
327,ed83308a-d9b1-4205-9a3e-629b745c1d95,reviewsWebsite,https://www.tripadvisor.com/Restaurant_Review-g60713-d1014920-Reviews-Philz_Coffee-San_Francisco_California.html?m=63959,url
328,ed83308a-d9b1-4205-9a3e-629b745c1d95,amenities,"Offers Delivery,Offers Takeout,No Reservations,Vegan Options,Accepts Credit Cards,Accepts Android Pay,Accepts Apple Pay,Accepts Cryptocurrency,Outdoor Seating,Classy,Moderate Noise,Good for Working,Street Parking,Free Wi-Fi,Dogs Allowed,Wheelchair Accessible,Gender-neutral restrooms,Open to All,Offers Catering,Not Good For Kids,No Waiter Service,No Happy Hour,No Alcohol,No Drive-Thru,No TV,No Heated Outdoor Seating,No Covered Outdoor Seating,No Private Dining,Bike Parking,Bring your own container allowed,Compostable containers available,EV charging station available",string
329,ed83308a-d9b1-4205-9a3e-629b745c1d95,phoneNumber,+14158759943,phoneNumber
330,716db673-b5ce-438c-a7c0-18062987a435,type,cafe,type
331,716db673-b5ce-438c-a7c0-18062987a435,website,https://boudinbakery.com/location/union-square-macys-bakery-cafe,url
332,716db673-b5ce-438c-a7c0-18062987a435,lattitude,37.7866824,float
333,716db673-b5ce-438c-a7c0-18062987a435,longitude,-122.407058,float
334,716db673-b5ce-438c-a7c0-18062987a435,name,Boudin,string
776,fefd38c6-d085-4391-805d-c47098596032,type,cafe,type
335,716db673-b5ce-438c-a7c0-18062987a435,address,"160 Jefferson St, Fisherman's Wharf, San Francisco, CA 94133-1202",address
336,716db673-b5ce-438c-a7c0-18062987a435,hours,{},undefined
337,716db673-b5ce-438c-a7c0-18062987a435,price,0,int
338,716db673-b5ce-438c-a7c0-18062987a435,reviewsWebsite,https://www.tripadvisor.com/Attraction_Review-g60713-d156537-Reviews-Boudin_at_the_Wharf-San_Francisco_California.html?m=63959,url
339,716db673-b5ce-438c-a7c0-18062987a435,amenities,"Offers Delivery,Offers Takeout,No Reservations,Accepts Credit Cards,Accepts Android Pay,Accepts Apple Pay,Casual,Quiet,Offers Catering,Good For Kids,Good for Lunch,Street Parking,Not Good For Groups,No Wi-Fi,No Alcohol,Dogs Not Allowed,No TV,No Bike Parking",string
340,716db673-b5ce-438c-a7c0-18062987a435,phoneNumber,+14159281849,phoneNumber
341,380dfcd5-5c06-4840-adfc-3bc74009632d,type,cafe,type
342,380dfcd5-5c06-4840-adfc-3bc74009632d,website,https://www.crostiniandjava.com,url
343,380dfcd5-5c06-4840-adfc-3bc74009632d,lattitude,37.7889803,float
344,380dfcd5-5c06-4840-adfc-3bc74009632d,longitude,-122.4171394,float
345,380dfcd5-5c06-4840-adfc-3bc74009632d,name,Crostini & Java,string
346,380dfcd5-5c06-4840-adfc-3bc74009632d,address,"899 Hyde St, San Francisco, CA 94109-5927",address
347,380dfcd5-5c06-4840-adfc-3bc74009632d,hours,"{""Fri"":""06:30:00–15:00:00"",""Mon"":""06:30:00–15:00:00"",""Sat"":""07:30:00–15:00:00"",""Sun"":""07:30:00–15:00:00"",""Thu"":""06:30:00–15:00:00"",""Tue"":""06:30:00–15:00:00"",""Wed"":""06:30:00–15:00:00""}",undefined
348,380dfcd5-5c06-4840-adfc-3bc74009632d,price,1,int
349,380dfcd5-5c06-4840-adfc-3bc74009632d,reviewsWebsite,https://www.tripadvisor.com/Restaurant_Review-g60713-d14080095-Reviews-Crostini_Java-San_Francisco_California.html?m=63959,url
350,380dfcd5-5c06-4840-adfc-3bc74009632d,amenities,"Takes Reservations,Offers Delivery,Offers Takeout,Vegan Options,Accepts Credit Cards,Accepts Apple Pay,Outdoor Seating,Casual,Moderate Noise,Offers Catering,Good For Kids,Good for Lunch,Street Parking,Dogs Allowed,Wheelchair Accessible,Gender-neutral restrooms,Open to All,Covered Outdoor Seating,Not Good For Groups,Not Good For Working,No Waiter Service,No Wi-Fi,No Happy Hour,No Alcohol,No Drive-Thru,No TV,No Heated Outdoor Seating,No Private Dining,Bike Parking,Compostable containers available,Plastic-free packaging,Provides reusable tableware",string
351,380dfcd5-5c06-4840-adfc-3bc74009632d,phoneNumber,+14158729226,phoneNumber
352,c7a24cdf-2c55-41d0-94b5-bd564cbf973b,type,cafe,type
353,c7a24cdf-2c55-41d0-94b5-bd564cbf973b,website,https://www.bobsdonutssf.com,url
354,c7a24cdf-2c55-41d0-94b5-bd564cbf973b,lattitude,37.791885,float
355,c7a24cdf-2c55-41d0-94b5-bd564cbf973b,longitude,-122.4211078,float
356,c7a24cdf-2c55-41d0-94b5-bd564cbf973b,name,Bob's Donuts,string
357,c7a24cdf-2c55-41d0-94b5-bd564cbf973b,address,"1621 Polk St, San Francisco, CA 94109-3614",address
358,c7a24cdf-2c55-41d0-94b5-bd564cbf973b,hours,"{""Fri"":""00:00:00–23:59:00"",""Mon"":""00:00:00–23:59:00"",""Sat"":""00:00:00–23:59:00"",""Thu"":""00:00:00–23:59:00"",""Tue"":""00:00:00–23:59:00"",""Wed"":""00:00:00–23:59:00""}",undefined
359,c7a24cdf-2c55-41d0-94b5-bd564cbf973b,price,1,int
360,c7a24cdf-2c55-41d0-94b5-bd564cbf973b,reviewsWebsite,https://www.tripadvisor.com/Restaurant_Review-g60713-d2649298-Reviews-Bob_s_Donuts_Pastry_Shop-San_Francisco_California.html?m=63959,url
361,c7a24cdf-2c55-41d0-94b5-bd564cbf973b,amenities,"Offers Delivery,Offers Takeout,Vegan Options,Accepts Credit Cards,Accepts Apple Pay,Quiet,Street Parking",string
362,c7a24cdf-2c55-41d0-94b5-bd564cbf973b,phoneNumber,+14157763141,phoneNumber
363,8640336b-cf47-4433-9e89-ca91af024e33,type,cafe,type
364,8640336b-cf47-4433-9e89-ca91af024e33,website,http://www.javabeachsf.com,url
365,8640336b-cf47-4433-9e89-ca91af024e33,lattitude,37.7604494,float
366,8640336b-cf47-4433-9e89-ca91af024e33,longitude,-122.508978,float
367,8640336b-cf47-4433-9e89-ca91af024e33,name,Java Beach Cafe,string
368,8640336b-cf47-4433-9e89-ca91af024e33,address,"1396 La Playa St, San Francisco, CA 94122-1019",address
369,8640336b-cf47-4433-9e89-ca91af024e33,hours,"{""Fri"":""06:00:00–17:00:00"",""Mon"":""06:00:00–17:00:00"",""Sat"":""06:30:00–17:00:00"",""Sun"":""06:30:00–17:00:00"",""Thu"":""06:00:00–17:00:00"",""Tue"":""06:00:00–17:00:00"",""Wed"":""06:00:00–17:00:00""}",undefined
370,8640336b-cf47-4433-9e89-ca91af024e33,price,1,int
371,8640336b-cf47-4433-9e89-ca91af024e33,reviewsWebsite,https://www.tripadvisor.com/Restaurant_Review-g60713-d2620311-Reviews-Java_Beach_Cafe-San_Francisco_California.html?m=63959,url
372,8640336b-cf47-4433-9e89-ca91af024e33,amenities,"Offers Delivery,Offers Takeout,No Reservations,Vegan Options,Accepts Credit Cards,Accepts Apple Pay,Accepts Android Pay,Outdoor Seating,Classy, Casual,Moderate Noise,Good for Groups,Good For Kids,Good for Breakfast, Lunch,Good for Working,Street Parking,Free Wi-Fi,Beer &amp; Wine Only,Dogs Allowed,Wheelchair Accessible,Gender-neutral restrooms,Open to All,Offers Catering,No Waiter Service,No Happy Hour,No TV,Bike Parking",string
373,8640336b-cf47-4433-9e89-ca91af024e33,phoneNumber,+14156655282,phoneNumber
374,0cb03abd-17c8-4675-ab2c-a99b2c7fdf89,type,cafe,type
375,0cb03abd-17c8-4675-ab2c-a99b2c7fdf89,website,http://www.cafestjorge.com,url
376,0cb03abd-17c8-4675-ab2c-a99b2c7fdf89,lattitude,37.7416967,float
377,0cb03abd-17c8-4675-ab2c-a99b2c7fdf89,longitude,-122.422572,float
378,0cb03abd-17c8-4675-ab2c-a99b2c7fdf89,name,Cafe St. Jorge,string
379,0cb03abd-17c8-4675-ab2c-a99b2c7fdf89,address,"3438 Mission St, San Francisco, CA 94110-5437",address
380,0cb03abd-17c8-4675-ab2c-a99b2c7fdf89,hours,"{""Fri"":""07:00:00–18:00:00"",""Mon"":""07:00:00–18:00:00"",""Sat"":""07:00:00–20:00:00"",""Sun"":""08:00:00–17:00:00"",""Thu"":""07:00:00–18:00:00"",""Tue"":""07:00:00–18:00:00"",""Wed"":""07:00:00–18:00:00""}",undefined
381,0cb03abd-17c8-4675-ab2c-a99b2c7fdf89,price,2.5,int
382,0cb03abd-17c8-4675-ab2c-a99b2c7fdf89,reviewsWebsite,https://www.tripadvisor.com/Restaurant_Review-g60713-d4866225-Reviews-Cafe_St_Jorge-San_Francisco_California.html?m=63959,url
383,0cb03abd-17c8-4675-ab2c-a99b2c7fdf89,amenities,"Offers Delivery,Offers Takeout,Accepts Credit Cards,Accepts Apple Pay,Outdoor Seating,Good for Working,Street Parking,Free Wi-Fi,Gender-neutral restrooms,Offers Catering,Bike Parking",string
384,0cb03abd-17c8-4675-ab2c-a99b2c7fdf89,phoneNumber,+14158142028,phoneNumber
385,16da8034-6dec-4983-b00a-2f4204898a79,startDate,2024-03-28T17:00:00-07:00,date
